Epoch,im_loss,re_loss,all_loss,psnr
1,1.6689177120433134,0.0,1.6689177120433134,18.391130743787826
2,1.4482808954575483,0.0,1.4482808954575483,29.085120815916113
3,1.4292063993566178,0.0,1.4292063993566178,29.60312053540946
4,1.4162086038028492,0.0,1.4162086038028492,30.072015106045697
5,1.4117560667150162,0.0,1.4117560667150162,29.627786028938033
6,1.058893876917222,0.0,1.058893876917222,30.078327855068167
7,0.8129297144272748,0.0,0.8129297144272748,31.322008457460967
8,1.0139943291159237,0.0,1.0139943291159237,32.28797722669191
9,0.7798434986787683,0.0,0.7798434986787683,30.80297399600649
10,0.9489704580867991,0.0,0.9489704580867991,29.863185521677067
11,1.0486639808205998,0.0,1.0486639808205998,30.89734181589991
12,0.945835225722369,0.0,0.945835225722369,31.45848483769263
13,0.641117769129136,0.0,0.641117769129136,32.46999855097048
14,0.714325792649213,0.0,0.714325792649213,34.34142396018699
15,0.7274048749138328,0.0,0.7274048749138328,33.3895483535413
16,0.39081354702220245,0.0,0.39081354702220245,32.47376818662874
17,0.4179007025326,0.0,0.4179007025326,34.13644446432935
18,0.4299612606272978,0.0,0.4299612606272978,34.11203198929803
19,0.4630785549388212,0.0,0.4630785549388212,35.039977058730344
20,0.3428193541134105,0.0,0.3428193541134105,35.37476225100681
21,0.2304679786457735,0.0,0.2304679786457735,37.044764858117496
22,0.26662417019114776,0.0,0.26662417019114776,37.07856442991043
23,0.3061524559469784,0.0,0.3061524559469784,35.585844227932945
24,0.21127888735602884,0.0,0.21127888735602884,37.39013488768998
25,0.2691769319422105,0.0,0.2691769319422105,38.31484463871257
26,0.2088763293098001,0.0,0.2088763293098001,36.866214773206806
27,0.29986976174747243,0.0,0.29986976174747243,35.146594091381104
28,0.22356604127322927,0.0,0.22356604127322927,34.91790147107389
29,0.3484929028679343,0.0,0.3484929028679343,37.38611343601179
30,0.3129853080300724,0.0,0.3129853080300724,39.61127683041591
31,0.3020491600036621,0.0,0.3020491600036621,38.30564643150163
32,0.11619079113006592,0.0,0.11619079113006592,37.04788233573326
33,0.22193696919609518,0.0,0.22193696919609518,37.95172933140832
34,0.2065412577460794,0.0,0.2065412577460794,38.3027654646877
35,0.2034296007717357,0.0,0.2034296007717357,37.700786421549395
36,0.16869222416597254,0.0,0.16869222416597254,39.42647003839178
37,0.13416534311631145,0.0,0.13416534311631145,39.684270346478144
38,0.16696657853968003,0.0,0.16696657853968003,40.37261100234154
39,0.1752475570229923,0.0,0.1752475570229923,37.66417785417874
40,0.08790347155402689,0.0,0.08790347155402689,39.74509398998402
41,0.14322928821339326,0.0,0.14322928821339326,40.692190391471144
42,0.12055326910579905,0.0,0.12055326910579905,40.87576969486263
43,0.10505342483520508,0.0,0.10505342483520508,41.099239632947906
44,0.104742870611303,0.0,0.104742870611303,41.176792263462346
45,0.19731980211594524,0.0,0.19731980211594524,39.365296956122855
46,0.13384427743799546,0.0,0.13384427743799546,40.32907598522183
47,0.13537962296429804,0.0,0.13537962296429804,41.99792607064441
48,0.07311815374037799,0.0,0.07311815374037799,40.97785048568895
49,0.1000665356131161,0.0,0.1000665356131161,41.640366292386915
50,0.13085715910967657,0.0,0.13085715910967657,40.02551224294852
51,0.11625047291026396,0.0,0.11625047291026396,40.645905417159696
52,0.11686915509841021,0.0,0.11686915509841021,41.280475899862836
53,0.09642300185035257,0.0,0.09642300185035257,39.903322197979755
54,0.11994324010961196,0.0,0.11994324010961196,40.580015530921656
55,0.1167992914424223,0.0,0.1167992914424223,39.523402431528574
56,0.10636996521669276,0.0,0.10636996521669276,41.263843121251426
57,0.09693544752457563,0.0,0.09693544752457563,40.98940167673695
58,0.1123349526349236,0.0,0.1123349526349236,39.406643652409706
59,0.08391006553874296,0.0,0.08391006553874296,41.20462458008329
60,0.09713191845837761,0.0,0.09713191845837761,39.97203814137991
61,0.07501979435191435,0.0,0.07501979435191435,43.478539633307314
